,Player,Team,Season,cluster,score,zscore,rank,RANK
5214,Dean Garrett,Timberwolves,1998-1999,6,1.28252384962,-0.413386100277,403.0,28.0
5419,Don Reid,Pistons,1998-1999,6,9.28144963362,-0.284401960742,364.0,26.0
5663,Michael Smith,Grizzlies,1998-1999,6,16.6945545221,-0.164864290167,328.0,22.0
5958,Tom Hammonds,Timberwolves,1998-1999,6,-59.5989303215,-1.39511067079,627.0,41.0
6122,Aaron Williams,SuperSonics,1998-1999,6,-55.1467164765,-1.3233179092,618.0,39.0
6188,Adam Keefe,Jazz,1998-1999,6,-49.6330231233,-1.23440859662,596.0,37.0
6307,Mark Strickland,Heat,1998-1999,6,-57.2823995207,-1.35775618844,622.0,40.0
6405,Kelvin Cato,Trail Blazers,1998-1999,6,-23.0799397666,-0.806235276698,505.0,31.0
6450,Loy Vaught,Pistons,1998-1999,6,-77.5331773862,-1.684303681,649.0,43.0
6462,Terry Davis,Wizards,1998-1999,6,-40.9432791229,-1.09428488715,564.0,36.0
6482,Todd Fuller,Jazz,1998-1999,6,-70.6628712134,-1.57351873887,645.0,42.0
6815,Will Perdue,Spurs,1998-1999,6,-23.9368237882,-0.820052688084,507.0,32.0
98,Karl Malone,Jazz,1999-2000,6,157.915556642,2.11235016769,28.0,1.0
567,Antonio McDyess,Nuggets,1999-2000,6,129.543442166,1.65484463867,45.0,2.0
755,Shawn Kemp,Cavaliers,1999-2000,6,101.723342516,1.20624044955,79.0,3.0
944,Derrick Coleman,Hornets,1999-2000,6,90.4559819099,1.02455220142,110.0,4.0
971,Vin Baker,SuperSonics,1999-2000,6,73.8620137889,0.756971434034,144.0,7.0
1277,Patrick Ewing,Knicks,1999-2000,6,79.8167437392,0.852992542312,127.5,5.5
1278,Patrick Ewing,Knicks,1999-2000,6,79.8167437392,0.852992542312,127.5,5.5
1449,Donyell Marshall,Warriors,1999-2000,6,71.7294657428,0.722583707211,154.0,8.0
1744,Othella Harrington,Grizzlies,1999-2000,6,36.0675395073,0.147528631835,255.0,15.0
2098,Tyrone Hill,76ers,1999-2000,6,70.0170453587,0.694970615686,160.0,10.0
2182,Arvydas Sabonis,Trail Blazers,1999-2000,6,61.1174784945,0.551463474202,176.0,12.0
2277,Antonio Davis,Raptors,1999-2000,6,70.8100247807,0.707757553731,158.0,9.0
2685,Hakeem Olajuwon,Rockets,1999-2000,6,31.2960362514,0.0705872701612,273.0,16.0
2969,Matt Geiger,76ers,1999-2000,6,-6.16576624949,-0.533491138801,442.0,24.0
3044,P.J. Brown,Heat,1999-2000,6,67.0626533656,0.647330505081,167.0,11.0
3233,Vitaly Potapenko,Celtics,1999-2000,6,16.9026471853,-0.161508757958,327.0,18.0
3363,Bryant Reeves,Grizzlies,1999-2000,6,-11.7756770958,-0.623951976033,460.0,25.0
3432,Kelvin Cato,Rockets,1999-2000,6,48.7131056092,0.351440695359,214.0,13.0
3500,Keon Clark,Nuggets,1999-2000,6,38.8737515891,0.192779314301,241.0,14.0
3744,Kurt Thomas,Knicks,1999-2000,6,14.2601241124,-0.204119925253,341.0,20.0
3927,Brad Miller,Hornets,1999-2000,6,0.40328101392,-0.427564051626,409.0,22.0
3980,Aaron Williams,Wizards,1999-2000,6,22.4270715144,-0.0724264064333,305.0,17.0
4170,Clar. Weatherspoon,Heat,1999-2000,6,10.9417734162,-0.257628936435,357.0,21.0
4325,Michael Doleac,Magic,1999-2000,6,-36.600174833,-1.02425153706,552.0,30.0
4502,Armen Gilliam,Jazz,1999-2000,6,-45.8629324285,-1.17361519544,583.0,32.0
4540,Tony Battie,Celtics,1999-2000,6,-1.41306214706,-0.456852916911,420.0,23.0
4899,Chris Anstey,Bulls,1999-2000,6,-43.5171721995,-1.13578938321,577.0,31.0
4924,Lorenzen Wright,Hawks,1999-2000,6,-31.0328407307,-0.934477257603,530.0,28.0
5113,Jamie Feick,Nets,1999-2000,6,15.36683492,-0.186274011303,334.0,19.0
5339,Gerard King,Wizards,1999-2000,6,-28.3253242776,-0.89081806018,524.0,27.0
6311,Anthony Miller,Rockets,1999-2000,6,-26.7099328851,-0.864769578871,515.0,26.0
6628,Cherokee Parks,Grizzlies,1999-2000,6,-33.3858004602,-0.972419163087,545.0,29.0
1231,Brian Grant,Heat,2000-2001,6,93.4764589604,1.07325794565,102.0,4.0
1407,David Robinson,Spurs,2000-2001,6,136.016545524,1.75922461283,40.0,1.0
1593,Antonio Davis,Raptors,2000-2001,6,125.73130203,1.59337318256,54.0,2.0
1720,Marc Jackson,Warriors,2000-2001,6,35.428184718,0.137218919058,258.0,11.0
1795,Raef LaFrentz,Nuggets,2000-2001,6,101.550694787,1.20345647337,81.0,3.0
1997,Joe Smith,Pistons,2000-2001,6,21.2242433925,-0.0918222296352,310.0,14.0
2024,Vin Baker,SuperSonics,2000-2001,6,16.2518819318,-0.172002466555,329.0,17.0
2361,Clar. Weatherspoon,Cavaliers,2000-2001,6,87.0127742929,0.969029849582,114.0,5.0
2668,Kurt Thomas,Knicks,2000-2001,6,51.7124655825,0.39980592286,200.0,7.0
2737,Aaron Williams,Nets,2000-2001,6,42.3951725177,0.249562870078,233.0,10.0
2796,Arvydas Sabonis,Trail Blazers,2000-2001,6,11.8659180814,-0.242726934884,355.0,19.0
3000,Patrick Ewing,SuperSonics,2000-2001,6,19.646683849,-0.117260665466,314.5,15.5
3001,Patrick Ewing,SuperSonics,2000-2001,6,19.646683849,-0.117260665466,314.5,15.5
3029,Tyrone Hill,76ers,2000-2001,6,45.2586785263,0.295737427582,225.0,9.0
3108,LaPhonso Ellis,Timberwolves,2000-2001,6,29.4189389092,0.0403187326043,282.0,12.0
3180,Kevin Willis,"Raptors, Nuggets",2000-2001,6,12.2854214364,-0.235962366648,350.0,18.0
3318,Othella Harrington,"Grizzlies, Knicks",2000-2001,6,6.45145533133,-0.330036135859,379.0,23.0
3361,Brad Miller,Bulls,2000-2001,6,10.8065284735,-0.259809785843,358.0,20.0
3556,P.J. Brown,Hornets,2000-2001,6,81.0284092346,0.872530869775,126.0,6.0
3633,Bryant Reeves,Grizzlies,2000-2001,6,0.764690924483,-0.421736250794,406.0,24.0
3817,Keon Clark,"Nuggets, Raptors",2000-2001,6,26.0432334386,-0.0141151347933,292.0,13.0
3981,Nazr Mohammed,"76ers, Hawks",2000-2001,6,-1.3021428012,-0.455064322196,418.0,25.0
4003,Chris Mihm,Cavaliers,2000-2001,6,-13.125089595,-0.645711499098,465.0,28.0
4220,Dale Davis,Trail Blazers,2000-2001,6,50.2578020793,0.376349208129,206.0,8.0
4237,Jason Caffey,Bucks,2000-2001,6,-11.1336738664,-0.613599556676,455.0,27.0
4689,Michael Doleac,Magic,2000-2001,6,-40.5687107489,-1.08824490369,562.0,34.0
4838,Scott Williams,Bucks,2000-2001,6,-4.44390981813,-0.505725889292,431.0,26.0
4850,Matt Geiger,76ers,2000-2001,6,-54.5337652596,-1.31343395885,615.0,36.0
5345,Samaki Walker,Spurs,2000-2001,6,-36.5308022821,-1.023132892,551.0,33.0
5598,Lawrence Funderburke,Kings,2000-2001,6,-47.1781596762,-1.19482347508,587.0,35.0
5707,Kelvin Cato,Rockets,2000-2001,6,7.4848114471,-0.313373079715,377.0,21.0
5771,Corie Blount,"Suns, Warriors",2000-2001,6,-17.8551687738,-0.721984889961,481.0,30.0
5777,Carlos Rogers,Rockets,2000-2001,6,6.63721336734,-0.327040753593,378.0,22.0
5887,Mikki Moore,Pistons,2000-2001,6,-27.8215275239,-0.882694245492,522.0,32.0
6093,Brian Skinner,Clippers,2000-2001,6,-64.7322430674,-1.47788627659,640.0,37.0
6406,Jeff Foster,Pacers,2000-2001,6,-22.752049014,-0.800947978411,503.0,31.0
6767,Michael Ruffin,Bulls,2000-2001,6,-17.6445816294,-0.718589133787,479.0,29.0
1351,Juwan Howard,"Mavericks, Nuggets",2001-2002,6,54.8663830562,0.450663418291,196.0,7.0
1393,Antonio Davis,Raptors,2001-2002,6,102.035610602,1.21127582948,78.0,2.0
1489,Vin Baker,SuperSonics,2001-2002,6,38.860369657,0.192563528201,242.0,12.0
1527,Kurt Thomas,Knicks,2001-2002,6,85.0750607451,0.937783864637,118.0,5.0
1650,Raef LaFrentz,"Nuggets, Mavericks",2001-2002,6,100.485217106,1.18627545114,83.0,3.0
2028,David Robinson,Spurs,2001-2002,6,110.460620028,1.34713064558,63.0,1.0
2088,Lorenzen Wright,Grizzlies,2001-2002,6,38.599051155,0.188349719618,244.0,13.0
2171,Stromile Swift,Grizzlies,2001-2002,6,50.4469108395,0.379398621434,205.0,9.0
2576,Joe Smith,Timberwolves,2001-2002,6,43.7583792295,0.271544827341,227.0,10.0
2961,Nazr Mohammed,Hawks,2001-2002,6,41.6637456715,0.237768478565,235.0,11.0
3062,Dale Davis,Trail Blazers,2001-2002,6,94.5985996984,1.09135267005,98.0,4.0
3110,Malik Rose,Spurs,2001-2002,6,13.1125883865,-0.222624148468,347.0,19.0
3388,Clar. Weatherspoon,Knicks,2001-2002,6,22.1288433091,-0.0772353907236,307.0,17.0
3604,P.J. Brown,Hornets,2001-2002,6,71.0262595013,0.711244378103,156.0,6.0
3899,Othella Harrington,Knicks,2001-2002,6,-4.43061261323,-0.505511469434,430.0,23.0
4121,Jake Tsakalidis,Suns,2001-2002,6,8.75457853769,-0.292897853415,368.0,20.0
4183,Aaron Williams,Nets,2001-2002,6,1.52139738964,-0.409534220806,401.0,22.0
4317,Popeye Jones,Wizards,2001-2002,6,14.7366506916,-0.19643584711,337.0,18.0
4379,Tony Battie,Celtics,2001-2002,6,37.5329841164,0.171159193868,250.0,14.0
4473,Eddy Curry,Bulls,2001-2002,6,-22.5709734524,-0.798028101901,502.0,27.0
4499,Samaki Walker,Lakers,2001-2002,6,28.7576798157,0.0296558089201,286.0,15.0
4563,Kelvin Cato,Rockets,2001-2002,6,50.8945508425,0.386616898258,203.0,8.0
4628,Eduardo Najera,Mavericks,2001-2002,6,26.7045366821,-0.00345149918381,291.0,16.0
4826,Tyson Chandler,Bulls,2001-2002,6,5.53939782277,-0.344743229802,380.0,21.0
4841,Zendon Hamilton,Nuggets,2001-2002,6,-39.9507122722,-1.07827956535,559.0,30.0
4867,Kevin Willis,Rockets,2001-2002,6,-26.7737620942,-0.865798836529,516.0,28.0
4907,Patrick Ewing,Magic,2001-2002,6,-42.1497538029,-1.11373951176,568.5,31.5
4908,Patrick Ewing,Magic,2001-2002,6,-42.1497538029,-1.11373951176,568.5,31.5
5209,Tony Massenburg,Grizzlies,2001-2002,6,-44.6947856388,-1.15477861505,579.0,33.0
5675,Marc Jackson,"Warriors, Timberwolves",2001-2002,6,-78.1085688773,-1.6935819739,650.0,35.0
5759,Michael Doleac,Cavaliers,2001-2002,6,-60.4131509857,-1.40824012775,631.0,34.0
5962,Etan Thomas,Wizards,2001-2002,6,-20.5268083593,-0.765065566341,493.0,24.0
5999,Vladimir Stepania,Heat,2001-2002,6,-35.6271842462,-1.0085618861,550.0,29.0
6113,Shawn Bradley,Mavericks,2001-2002,6,-20.8351207567,-0.770037160073,494.0,25.0
6316,Corie Blount,76ers,2001-2002,6,-22.2279580847,-0.792496916433,498.0,26.0
1504,Kurt Thomas,Knicks,2002-2003,6,76.3463653699,0.797032057127,139.0,4.0
1534,Antonio Davis,Raptors,2002-2003,6,49.0972356261,0.357634862054,212.0,9.0
1644,Amar'e Stoudemire,Suns,2002-2003,6,84.1082524753,0.922193904667,120.0,3.0
1678,Donyell Marshall,Bulls,2002-2003,6,91.9356335476,1.04841185439,105.0,2.0
2210,Marcus Fizer,Bulls,2002-2003,6,1.09109638916,-0.416472903048,405.0,19.0
2221,Troy Murphy,Warriors,2002-2003,6,71.1341256126,0.712983738852,155.0,7.0
2315,Lorenzen Wright,Grizzlies,2002-2003,6,32.1181071516,0.0838433136052,268.0,13.0
2633,Eddy Curry,Bulls,2002-2003,6,12.2407405839,-0.236682853557,351.0,15.0
2692,Brian Grant,Heat,2002-2003,6,71.9752399603,0.726546861367,152.0,6.0
3019,Malik Allen,Heat,2002-2003,6,-5.82081866559,-0.527928795995,441.0,21.0
3181,Raef LaFrentz,Mavericks,2002-2003,6,38.7755456069,0.191195724898,243.0,12.0
3206,Tyson Chandler,Bulls,2002-2003,6,46.3537712228,0.313395997367,217.0,10.0
3519,David Robinson,Spurs,2002-2003,6,73.7209594032,0.754696906296,145.0,5.0
4075,Dale Davis,Trail Blazers,2002-2003,6,59.9039353344,0.531894869052,180.0,8.0
4081,Kwame Brown,Wizards,2002-2003,6,-3.15005969158,-0.484862319637,427.0,20.0
4156,Tony Battie,Celtics,2002-2003,6,42.0135312501,0.24340883492,234.0,11.0
4361,Ben Wallace,Pistons,2002-2003,6,161.430387629,2.16902745945,27.0,1.0
4420,Jelani McCoy,Raptors,2002-2003,6,-15.2404886154,-0.67982269475,470.0,24.0
4423,Shawn Kemp,Magic,2002-2003,6,-20.4294634347,-0.763495861649,492.0,25.0
4550,Clar. Weatherspoon,Knicks,2002-2003,6,9.14574020625,-0.28659030005,365.0,16.0
4798,Brendan Haywood,Wizards,2002-2003,6,27.6594176469,0.011946130814,289.0,14.0
4831,Elden Campbell,"Hornets, SuperSonics",2002-2003,6,-45.0536562724,-1.16056546958,581.0,31.0
4848,Arvydas Sabonis,Trail Blazers,2002-2003,6,-11.2581370403,-0.615606548092,457.0,22.0
4913,Brian Skinner,"76ers, Bucks",2002-2003,6,3.71569894867,-0.374150707305,388.0,17.0
4943,Gary Trent,Timberwolves,2002-2003,6,-22.3480555652,-0.794433510246,499.0,27.0
5172,Tyrone Hill,"Cavaliers, 76ers",2002-2003,6,-12.848037183,-0.641243978341,463.0,23.0
5405,Chris Andersen,Nuggets,2002-2003,6,-31.8878998029,-0.948265241347,537.0,30.0
5614,Lonny Baxter,Bulls,2002-2003,6,-50.4732034746,-1.24795665827,600.0,32.0
5654,Alan Henderson,Hawks,2002-2003,6,-31.7145706402,-0.945470276934,534.0,29.0
5807,Kelvin Cato,Rockets,2002-2003,6,3.12212752791,-0.3837221549,394.0,18.0
5933,Michael Doleac,Knicks,2002-2003,6,-70.1196967738,-1.5647599518,644.0,36.0
6043,Kevin Willis,Spurs,2002-2003,6,-54.9521522607,-1.32018052568,616.0,34.0
6149,Jerome Moiso,Hornets,2002-2003,6,-21.3637802098,-0.778561890331,496.0,26.0
6308,Chris Wilcox,Clippers,2002-2003,6,-53.2867842495,-1.29332616226,610.0,33.0
6644,Corie Blount,Bulls,2002-2003,6,-31.4996950264,-0.942005368408,532.0,28.0
6678,Calvin Booth,SuperSonics,2002-2003,6,-60.210179427,-1.40496717429,630.0,35.0
458,Jermaine O'Neal,Pacers,2003-2004,6,169.10548611,2.29278982458,20.0,1.0
466,Zach Randolph,Trail Blazers,2003-2004,6,121.863662783,1.53100679314,57.0,4.0
896,Juwan Howard,Magic,2003-2004,6,36.0656023376,0.14749739462,256.0,12.0
1177,Carlos Boozer,Cavaliers,2003-2004,6,126.488787082,1.6055877674,49.0,3.0
1345,Eddy Curry,Bulls,2003-2004,6,36.5852985006,0.155877590188,254.0,11.0
1484,Brad Miller,Kings,2003-2004,6,140.699986156,1.83474594862,37.0,2.0
1621,Kenny Thomas,76ers,2003-2004,6,96.8458740693,1.12759037982,89.0,5.0
2417,Kurt Thomas,Knicks,2003-2004,6,57.3752462894,0.491119296253,184.0,8.0
2490,Joe Smith,Bucks,2003-2004,6,66.0486305063,0.63097920123,169.0,7.0
2619,Brian Skinner,Bucks,2003-2004,6,40.2148584363,0.214404907209,239.0,10.0
2648,P.J. Brown,Hornets,2003-2004,6,84.8737641737,0.93453792065,119.0,6.0
3008,Mehmet Okur,Pistons,2003-2004,6,25.0924664023,-0.0294464269429,297.0,15.0
3096,Stromile Swift,Grizzlies,2003-2004,6,29.7028423415,0.0448967273137,281.0,13.0
3330,Antonio Davis,"Raptors, Bulls",2003-2004,6,24.6783275749,-0.0361244911914,299.0,16.0
3420,Brian Grant,Heat,2003-2004,6,22.8610403344,-0.0654285799315,304.0,17.0
3484,Chris Wilcox,Clippers,2003-2004,6,-4.73808682104,-0.510469547205,432.0,21.0
3815,Malik Rose,Spurs,2003-2004,6,-17.7084842108,-0.719619574586,480.0,25.0
4093,Nazr Mohammed,"Hawks, Knicks",2003-2004,6,10.7782695278,-0.260265466506,359.0,18.0
4120,Udonis Haslem,Heat,2003-2004,6,4.9699363012,-0.353925900868,382.0,19.0
4375,Antonio McDyess,"Knicks, Suns",2003-2004,6,1.30198772079,-0.413072241799,402.0,20.0
4510,Jake Voskuhl,Suns,2003-2004,6,-4.85228597545,-0.512311029432,433.0,22.0
4756,Aaron Williams,Nets,2003-2004,6,-14.2602261188,-0.664015782914,467.0,24.0
4854,Chris Kaman,Clippers,2003-2004,6,-13.2061550093,-0.647018693713,466.0,23.0
4868,Kelvin Cato,Rockets,2003-2004,6,29.3213201571,0.0387446123924,283.0,14.0
4873,Jeff Foster,Pacers,2003-2004,6,47.1970708578,0.326994358038,216.0,9.0
5130,Elden Campbell,Pistons,2003-2004,6,-42.1047769911,-1.11301425246,567.0,27.0
5161,Tony Battie,"Celtics, Cavaliers",2003-2004,6,-18.182824858,-0.727268404176,484.0,26.0
5765,Othella Harrington,Knicks,2003-2004,6,-46.0523602091,-1.176669753,584.0,29.0
5833,Michael Doleac,"Knicks, Nuggets",2003-2004,6,-53.0440401396,-1.28941186914,608.0,34.0
6000,Jake Tsakalidis,Grizzlies,2003-2004,6,-42.5313119087,-1.11989220592,571.0,28.0
6011,Malik Allen,Heat,2003-2004,6,-60.5482578717,-1.41041875097,633.0,36.0
6123,Lonny Baxter,"Bulls, Raptors, Wizards",2003-2004,6,-47.5923195721,-1.20150187906,589.0,32.0
6145,Daniel Santiago,Bucks,2003-2004,6,-52.5404092009,-1.28129072825,606.0,33.0
6285,Zendon Hamilton,76ers,2003-2004,6,-47.3462331398,-1.19753369038,588.0,31.0
6641,Jerome Moiso,Raptors,2003-2004,6,-46.8744646163,-1.18992633675,586.0,30.0
6847,DeSagana Diop,Cavaliers,2003-2004,6,-54.0527858053,-1.30567807728,614.0,35.0
424,Tim Duncan,Spurs,2004-2005,6,205.334982876,2.87699707844,2.0,1.0
592,Zach Randolph,Trail Blazers,2004-2005,6,71.8120437861,0.723915293245,153.0,10.0
760,Pau Gasol,Grizzlies,2004-2005,6,103.528933936,1.23535594104,74.0,5.0
1078,Eddy Curry,Bulls,2004-2005,6,40.2191757504,0.214474524687,238.0,17.0
1205,Troy Murphy,Warriors,2004-2005,6,78.7024611887,0.835024532623,133.0,9.0
1249,Emeka Okafor,Bobcats,2004-2005,6,134.934547442,1.74177719611,42.0,2.0
1384,Rasheed Wallace,Pistons,2004-2005,6,93.5065435516,1.07374306518,101.0,6.0
1395,Drew Gooden,Cavaliers,2004-2005,6,104.005030961,1.24303309255,71.0,4.0
1775,Primoz Brezec,Bobcats,2004-2005,6,57.0347975711,0.485629498475,186.0,12.0
1811,Mehmet Okur,Jazz,2004-2005,6,49.5603733529,0.365103042507,209.0,13.0
2109,Marc Jackson,76ers,2004-2005,6,2.33829289083,-0.396361631617,399.0,23.0
2113,Dwight Howard,Magic,2004-2005,6,122.917158407,1.54799460254,56.0,3.0
2302,Kurt Thomas,Knicks,2004-2005,6,79.3604073187,0.845634034166,132.0,8.0
2462,Joe Smith,Bucks,2004-2005,6,41.1856543596,0.230059168821,236.0,16.0
2506,Udonis Haslem,Heat,2004-2005,6,91.7275648674,1.04505670891,106.0,7.0
2535,P.J. Brown,Hornets,2004-2005,6,67.1354718633,0.648504716659,166.0,11.0
2992,Lorenzen Wright,Grizzlies,2004-2005,6,43.581261237,0.268688767356,231.0,15.0
3024,Juwan Howard,Rockets,2004-2005,6,-0.296914136906,-0.438854826346,412.0,26.0
3563,Michael Sweetney,Knicks,2004-2005,6,2.7082020971,-0.390396778089,397.0,22.0
4020,Eddie Griffin,Timberwolves,2004-2005,6,8.33187475701,-0.299714029099,371.0,20.0
4295,Etan Thomas,Wizards,2004-2005,6,4.9445660641,-0.354335000576,384.0,21.0
4328,Jeff Foster,Pacers,2004-2005,6,48.6926213517,0.351110382965,215.0,14.0
4331,Kelvin Cato,Magic,2004-2005,6,37.3757142047,0.168623187812,252.0,18.0
4341,Antonio Davis,Bulls,2004-2005,6,-1.951974176,-0.465542971828,422.0,27.0
4666,Jason Collins,Nets,2004-2005,6,10.7475168474,-0.260761359094,360.0,19.0
5146,Nick Collison,SuperSonics,2004-2005,6,0.675824865447,-0.423169232231,407.0,24.0
5224,Obinna Ekezie,Hawks,2004-2005,6,-43.1171486923,-1.12933893108,574.0,32.0
5559,Anderson Varejao,Cavaliers,2004-2005,6,0.531558904051,-0.425495547213,408.0,25.0
5607,Tony Battie,Magic,2004-2005,6,-17.4389943718,-0.715274001701,478.0,29.0
6151,Michael Doleac,Heat,2004-2005,6,-56.9139552945,-1.35181495799,621.0,33.0
6257,Brian Grant,Lakers,2004-2005,6,-41.7036797086,-1.1065464855,565.0,30.0
6323,Francisco Elson,Nuggets,2004-2005,6,-43.0500301875,-1.12825663293,573.0,31.0
6352,Andris Biedrins,Warriors,2004-2005,6,-2.1493883342,-0.468726311193,423.0,28.0
6392,Vitaly Potapenko,SuperSonics,2004-2005,6,-57.5088052678,-1.36140702247,623.0,34.0
6561,Tony Massenburg,Spurs,2004-2005,6,-75.0153741632,-1.64370364407,648.0,35.0
282,Kevin Garnett,Timberwolves,2005-2006,6,205.108247616,2.87334093095,3.0,1.0
743,Mehmet Okur,Jazz,2005-2006,6,95.3750729187,1.10387344257,95.0,3.0
1130,Dwight Howard,Magic,2005-2006,6,175.126243366,2.38987563522,17.0,2.0
1620,Eddy Curry,Knicks,2005-2006,6,31.6824503677,0.0768182683769,270.0,8.0
1641,Nenad Krstic,Nets,2005-2006,6,55.9275858357,0.467775506974,192.0,5.0
1947,Primoz Brezec,Bobcats,2005-2006,6,12.4416294961,-0.233443483149,348.0,13.0
1978,Channing Frye,Knicks,2005-2006,6,13.6473710645,-0.21400068009,344.0,12.0
2567,Drew Gooden,Cavaliers,2005-2006,6,64.8443292066,0.611559622768,170.0,4.0
3143,Udonis Haslem,Heat,2005-2006,6,35.1710106129,0.133071939632,260.0,7.0
3297,P.J. Brown,Hornets,2005-2006,6,23.2305589763,-0.0594700243261,302.0,10.0
3358,Stromile Swift,Rockets,2005-2006,6,-5.45949761374,-0.522102428027,439.0,19.0
3481,Joe Smith,Bucks,2005-2006,6,-8.97522091045,-0.578794108449,451.0,20.0
3701,Chris Wilcox,"Clippers, SuperSonics",2005-2006,6,11.9030808361,-0.242127678675,354.0,15.0
3812,Tony Battie,Magic,2005-2006,6,13.9277498774,-0.209479520511,343.0,11.0
3885,Antonio McDyess,Pistons,2005-2006,6,12.2049956965,-0.237259246396,352.0,14.0
4067,Kwame Brown,Lakers,2005-2006,6,30.1444391687,0.0520175568244,279.0,9.0
4975,Jeff Foster,Pacers,2005-2006,6,45.4431524763,0.298712103724,224.0,6.0
5023,Lorenzen Wright,Grizzlies,2005-2006,6,-2.3698435911,-0.472281192484,424.0,18.0
5480,Jake Tsakalidis,Grizzlies,2005-2006,6,8.22894705329,-0.301373757124,373.0,16.0
5580,Antonio Davis,"Knicks, Raptors",2005-2006,6,-42.7893785018,-1.12405357688,572.0,25.0
5592,Francisco Elson,Nuggets,2005-2006,6,1.25246103601,-0.413870868639,404.0,17.0
5700,Aaron Williams,"Raptors, Hornets",2005-2006,6,-27.982278977,-0.885286392039,523.0,24.0
5795,Eddie Griffin,Timberwolves,2005-2006,6,-15.0825979545,-0.677276678999,469.0,22.0
5803,Anderson Varejao,Cavaliers,2005-2006,6,-11.4415719872,-0.618564470123,459.0,21.0
6287,Scot Pollard,Pacers,2005-2006,6,-26.9024862686,-0.867874537356,518.0,23.0
6582,Michael Doleac,Heat,2005-2006,6,-81.8888738037,-1.75454008144,654.0,27.0
6659,Josh Powell,Mavericks,2005-2006,6,-72.2848766361,-1.59967387262,646.0,26.0
164,Zach Randolph,Trail Blazers,2006-2007,6,102.304334567,1.21560905252,77.0,4.0
216,Chris Bosh,Raptors,2006-2007,6,150.74319025,1.99669444935,33.0,2.0
418,Amar'e Stoudemire,Suns,2006-2007,6,170.898590449,2.32170395961,18.0,1.0
798,Mehmet Okur,Jazz,2006-2007,6,55.303769111,0.457716348327,194.0,7.0
1645,Chris Wilcox,SuperSonics,2006-2007,6,60.3681910117,0.53938107666,178.0,6.0
1972,Rasheed Wallace,Pistons,2006-2007,6,52.7547998542,0.416613753408,199.0,8.0
1980,Mark Blount,Timberwolves,2006-2007,6,21.2367246431,-0.091620967189,309.0,13.0
2441,Drew Gooden,Cavaliers,2006-2007,6,63.4632457919,0.589289400404,173.0,5.0
2562,David Lee,Knicks,2006-2007,6,106.582766876,1.28459955509,69.0,3.0
2570,Udonis Haslem,Heat,2006-2007,6,45.6567795175,0.302156878791,222.0,9.0
2912,Mikki Moore,Nets,2006-2007,6,39.6597902793,0.205454331777,240.0,10.0
2985,Juwan Howard,Rockets,2006-2007,6,-1.31419412307,-0.455258651963,419.0,14.0
3325,LaMarcus Aldridge,Trail Blazers,2006-2007,6,23.4824450723,-0.0554083150124,300.0,12.0
3531,Joe Smith,"Nuggets, Sixers",2006-2007,6,-3.72450405065,-0.494125339868,429.0,15.0
3718,Antonio McDyess,Pistons,2006-2007,6,33.9070112756,0.112689719406,264.0,11.0
4836,Tony Battie,Magic,2006-2007,6,-16.7009798206,-0.70337338224,474.0,18.0
5149,Nazr Mohammed,Pistons,2006-2007,6,-5.08622418094,-0.516083325732,434.0,16.0
5222,Shelden Williams,Hawks,2006-2007,6,-22.5449457789,-0.797608400912,501.0,21.0
5531,Primoz Brezec,Bobcats,2006-2007,6,-53.1463038696,-1.29106089047,609.0,25.0
5774,Kurt Thomas,Suns,2006-2007,6,-22.4566604425,-0.796184783733,500.0,20.0
5896,Fabricio Oberto,Spurs,2006-2007,6,-5.17975463111,-0.517591521328,435.0,17.0
5926,Jake Voskuhl,Bobcats,2006-2007,6,-46.7367785275,-1.18770612342,585.0,23.0
6281,Kris Humphries,Raptors,2006-2007,6,-53.5236156748,-1.29714511226,613.0,26.0
6378,Michael Doleac,Heat,2006-2007,6,-61.2950406404,-1.42246075954,634.0,27.0
6542,Solomon Jones,Hawks,2006-2007,6,-48.9951647083,-1.22412301315,592.0,24.0
6592,Hilton Armstrong,Hornets,2006-2007,6,-39.7293316865,-1.07470976297,558.0,22.0
6600,Alan Henderson,Sixers,2006-2007,6,-16.8690910786,-0.706084206986,475.0,19.0
116,Amar'e Stoudemire,Suns,2007-2008,6,183.300289111,2.52168361612,11.0,1.0
600,Pau Gasol,"Grizzlies, Lakers",2007-2008,6,127.603410794,1.62356127838,47.0,2.0
767,LaMarcus Aldridge,Trail Blazers,2007-2008,6,95.5838248149,1.10723960503,92.0,4.0
1672,Brad Miller,Kings,2007-2008,6,97.6018215653,1.13978017129,86.0,3.0
1681,Chris Wilcox,SuperSonics,2007-2008,6,45.9156643361,0.306331443785,219.0,10.0
2022,Troy Murphy,Pacers,2007-2008,6,13.3709485729,-0.218458043265,346.0,17.0
2081,Udonis Haslem,Heat,2007-2008,6,21.0384650875,-0.0948179387417,311.0,14.0
2106,Drew Gooden,"Cavaliers, Bulls",2007-2008,6,53.7819662388,0.433176999006,198.0,8.0
2774,Al Horford,Hawks,2007-2008,6,78.4941282647,0.831665126165,135.0,5.0
2797,Joe Smith,"Bulls, Cavaliers",2007-2008,6,9.13424633751,-0.286775640784,366.0,18.0
2907,Nick Collison,SuperSonics,2007-2008,6,61.0016842561,0.549596270954,177.0,6.0
3413,Antonio McDyess,Pistons,2007-2008,6,56.2978774786,0.473746527361,189.0,7.0
