,Player,Team,Season,cluster,score,zscore,rank,RANK
4623,Eddie House,Heat,2010-2011,1,-42.3113876103,-0.781967152889,545.0,24.0
5186,Luther Head,Kings,2010-2011,1,-54.6157627498,-0.965723586998,611.0,28.0
5619,Carlos Arroyo,"Heat, Celtics",2010-2011,1,-42.1711342115,-0.779872575624,543.0,23.0
5922,Keith Bogans,Bulls,2010-2011,1,-47.3105582193,-0.856625943294,571.0,26.0
6021,Acie Law,"Grizzlies, Warriors",2010-2011,1,-75.0864633537,-1.2714378475,673.0,30.0
6503,Ronnie Price,Jazz,2010-2011,1,-64.6747033326,-1.11594617298,647.0,29.0
419,Monta Ellis,"Warriors, Bucks",2011-2012,1,72.6961635789,0.93558268304,88.0,1.0
611,Joe Johnson,Hawks,2011-2012,1,51.9457118607,0.625690553562,134.0,2.0
884,Kevin Martin,Rockets,2011-2012,1,9.41072278401,-0.0095369837127,287.0,9.0
1002,Tyreke Evans,Kings,2011-2012,1,40.6687152297,0.457277231888,167.0,3.0
1265,Jason Terry,Mavericks,2011-2012,1,28.4469096317,0.274753910745,209.0,6.0
1346,Jordan Crawford,Wizards,2011-2012,1,-4.61791467932,-0.219043957162,364.0,15.0
1525,Jamal Crawford,Trail Blazers,2011-2012,1,3.60843356855,-0.096189736397,321.0,13.0
1886,MarShon Brooks,Nets,2011-2012,1,-1.23322288782,-0.168496173377,344.0,14.0
1889,O.J. Mayo,Grizzlies,2011-2012,1,15.8629446434,0.0868220160349,258.0,8.0
1936,J.R. Smith,Knicks,2011-2012,1,35.4998441433,0.380084094615,187.0,4.0
1937,Ben Gordon,Pistons,2011-2012,1,-10.5435548496,-0.307538862035,387.0,18.0
2267,JJ Redick,Magic,2011-2012,1,-12.2176353019,-0.332539973497,393.0,19.0
2435,Leandro Barbosa,"Raptors, Pacers",2011-2012,1,-17.5633358958,-0.41237392425,428.0,20.0
2485,Randy Foye,Clippers,2011-2012,1,-4.98386672539,-0.224509171143,366.0,16.0
2511,Hedo Turkoglu,Magic,2011-2012,1,28.542934464,0.276187968189,208.0,5.0
3004,George Hill,Pacers,2011-2012,1,5.40757746479,-0.0693208980308,308.0,12.0
3030,Delonte West,Mavericks,2011-2012,1,7.50881058178,-0.0379405881467,298.0,11.0
3049,Iman Shumpert,Knicks,2011-2012,1,27.8605970682,0.265997780936,212.0,7.0
3292,Carlos Delfino,Bucks,2011-2012,1,9.31506013528,-0.0109656322226,288.0,10.0
3698,Kyle Korver,Bulls,2011-2012,1,-10.3892179087,-0.305233957838,385.0,17.0
4005,Avery Bradley,Celtics,2011-2012,1,-25.5695981868,-0.531941329539,463.0,21.0
4043,John Salmons,Kings,2011-2012,1,-30.0556880695,-0.598937651627,490.0,22.0
4272,Terrence Williams,"Rockets, Kings",2011-2012,1,-33.430352674,-0.649335687042,503.0,23.0
4509,Gary Forbes,Raptors,2011-2012,1,-51.9328870844,-0.925656890409,596.0,24.0
4985,Von Wafer,Magic,2011-2012,1,-67.4351169636,-1.1571708398,656.0,28.0
5216,Roger Mason Jr.,Wizards,2011-2012,1,-65.7299441468,-1.13170538765,652.0,27.0
6183,Keyon Dooling,Celtics,2011-2012,1,-79.3796012336,-1.33555257896,680.0,30.0
6266,Nolan Smith,Trail Blazers,2011-2012,1,-76.5168042486,-1.29279889505,675.0,29.0
6518,Eric Bledsoe,Clippers,2011-2012,1,-55.4994796852,-0.978921223689,615.0,25.0
6765,Mike Bibby,Knicks,2011-2012,1,-60.6597488857,-1.05598589837,635.0,26.0
6789,Lance Stephenson,Pacers,2011-2012,1,-86.052041731,-1.43520037568,685.0,31.0
50,Kobe Bryant,Lakers,2012-2013,1,140.762704734,1.95210442778,26.0,2.0
66,LeBron James,Heat,2012-2013,1,239.506641139,3.42676961296,8.0,1.0
87,James Harden,Rockets,2012-2013,1,137.41150667,1.90205684721,29.0,3.0
334,Dwyane Wade,Heat,2012-2013,1,116.0566614,1.58313856218,43.0,4.0
555,Monta Ellis,Bucks,2012-2013,1,93.0080837683,1.23892567946,61.0,5.0
899,Eric Gordon,Hornets,2012-2013,1,17.1691891801,0.106329779364,253.0,14.0
988,Jamal Crawford,Clippers,2012-2013,1,25.742563301,0.234366566187,217.0,11.0
1044,Joe Johnson,Nets,2012-2013,1,35.8692928417,0.385601528425,185.0,9.0
1217,O.J. Mayo,Mavericks,2012-2013,1,44.9512475962,0.521233578123,153.0,6.0
1244,Tyreke Evans,Kings,2012-2013,1,40.0769118867,0.448439101486,169.0,7.0
1315,Wesley Matthews,Trail Blazers,2012-2013,1,30.3110934221,0.302594070197,202.0,10.0
1344,Dion Waiters,Cavaliers,2012-2013,1,5.29996319467,-0.0709280348672,309.0,16.0
1417,Ramon Sessions,Bobcats,2012-2013,1,-6.3783504105,-0.245334718681,370.0,21.0
1470,Louis Williams,Hawks,2012-2013,1,20.7874175664,0.160365253617,235.0,12.0
1480,JJ Redick,"Magic, Bucks",2012-2013,1,0.0324727524132,-0.14959397681,340.0,19.0
1688,Brandon Knight,Pistons,2012-2013,1,16.3571061129,0.0942019397183,257.0,15.0
2192,Manu Ginobili,Spurs,2012-2013,1,38.0825247723,0.41865445495,175.0,8.0
2245,Jordan Crawford,"Wizards, Celtics",2012-2013,1,3.55978181917,-0.0969163130722,322.0,17.0
2275,Rodney Stuckey,Pistons,2012-2013,1,-8.53810793615,-0.277589045858,378.0,23.0
2545,Randy Foye,Jazz,2012-2013,1,-9.69270553522,-0.294832078131,382.0,25.0
2573,Alan Anderson,Raptors,2012-2013,1,-24.4101488269,-0.514625839928,459.0,31.0
2643,Shannon Brown,Suns,2012-2013,1,-18.7387934598,-0.42992848415,435.0,29.0
2790,Jason Terry,Celtics,2012-2013,1,-6.66248489672,-0.249578049968,371.0,22.0
3005,Marco Belinelli,Bulls,2012-2013,1,-25.6662444378,-0.533384667398,465.0,32.0
3195,Avery Bradley,Celtics,2012-2013,1,2.19911536698,-0.117236826096,329.0,18.0
3375,John Salmons,Kings,2012-2013,1,-3.64183226708,-0.204466912701,357.0,20.0
3393,Lance Stephenson,Pacers,2012-2013,1,20.0514639379,0.149374348926,237.0,13.0
3471,Alexey Shved,Timberwolves,2012-2013,1,-12.2794041836,-0.333462444513,394.0,26.0
3832,Wayne Ellington,"Grizzlies, Cavaliers",2012-2013,1,-34.099590558,-0.659330243104,504.0,34.0
3843,Courtney Lee,Celtics,2012-2013,1,-9.04632352072,-0.285178857004,381.0,24.0
3844,E'Twaun Moore,Magic,2012-2013,1,-27.1047855103,-0.554868178327,474.0,33.0
4023,Toney Douglas,"Rockets, Kings",2012-2013,1,-17.6801541752,-0.414118515928,429.0,28.0
4429,Jeremy Pargo,"Cavaliers, Sixers",2012-2013,1,-57.0855109318,-1.00260738759,626.0,40.0
4437,Iman Shumpert,Knicks,2012-2013,1,-14.0358751003,-0.359693994561,407.0,27.0
4544,Steve Novak,Knicks,2012-2013,1,-42.9885341112,-0.792079818097,548.0,36.0
5181,Norris Cole,Heat,2012-2013,1,-36.7102751005,-0.698318820474,514.0,35.0
5254,Daniel Gibson,Cavaliers,2012-2013,1,-54.5661844949,-0.964983173671,610.0,39.0
5322,Derek Fisher,"Mavericks, Thunder",2012-2013,1,-45.8384471774,-0.834641090541,564.0,37.0
5429,Garrett Temple,Wizards,2012-2013,1,-19.3010135528,-0.438324811335,437.0,30.0
5460,Patty Mills,Spurs,2012-2013,1,-61.138556286,-1.06313652077,637.0,43.0
6034,Keith Bogans,Nets,2012-2013,1,-61.0623379945,-1.06199825887,636.0,42.0
6132,Darius Morris,Lakers,2012-2013,1,-59.3442345457,-1.03633969762,634.0,41.0
6247,Nando De Colo,Spurs,2012-2013,1,-50.9496854479,-0.910973525778,590.0,38.0
57,LeBron James,Heat,2013-2014,1,152.045179461,2.12059956063,21.0,1.0
104,James Harden,Rockets,2013-2014,1,135.84781176,1.87870425941,31.0,3.0
290,Paul George,Pacers,2013-2014,1,121.966129757,1.67139195339,40.0,4.0
582,Dwyane Wade,Heat,2013-2014,1,74.3320434679,0.960013298298,86.0,7.0
585,Monta Ellis,Mavericks,2013-2014,1,80.9356545009,1.05863317959,70.0,6.0
645,Jamal Crawford,Clippers,2013-2014,1,31.7780113608,0.324501367926,194.0,13.0
771,Eric Bledsoe,Suns,2013-2014,1,83.8730653132,1.10250116397,67.0,5.0
877,Bradley Beal,Wizards,2013-2014,1,43.9283235888,0.505956990257,158.0,11.0
1053,Gordon Hayward,Jazz,2013-2014,1,59.0543537111,0.731852683941,118.0,9.0
1102,Dion Waiters,Cavaliers,2013-2014,1,17.3223622061,0.108617301383,251.0,16.0
1131,Joe Johnson,Nets,2013-2014,1,16.773362758,0.10041841442,255.0,17.0
1190,Eric Gordon,Pelicans,2013-2014,1,20.2813819087,0.152807998013,236.0,14.0
1518,Alec Burks,Jazz,2013-2014,1,3.64403738107,-0.0956580206817,320.0,19.0
1550,Lance Stephenson,Pacers,2013-2014,1,138.542166508,1.91894238732,28.0,2.0
1723,Randy Foye,Nuggets,2013-2014,1,17.4075432712,0.109889415456,250.0,15.0
1769,Tony Wroten,76ers,2013-2014,1,7.55127417409,-0.0373064268655,297.0,18.0
1915,Jeremy Lin,Rockets,2013-2014,1,44.0739723046,0.508132142455,157.0,10.0
1990,Ramon Sessions,"Bobcats, Bucks",2013-2014,1,-8.60579698191,-0.278599929997,379.0,20.0
2218,O.J. Mayo,Bucks,2013-2014,1,-28.8290655073,-0.580618981604,480.0,26.0
2658,Louis Williams,Hawks,2013-2014,1,-16.2849200908,-0.39328176175,420.0,23.0
2732,Patrick Beverley,Rockets,2013-2014,1,42.9039068514,0.490658109607,162.0,12.0
2938,Marcus Thornton,"Kings, Nets",2013-2014,1,-19.6022000375,-0.44282280118,441.0,25.0
2995,Courtney Lee,"Celtics, Grizzlies",2013-2014,1,-11.5777329021,-0.32298352046,389.0,21.0
3151,Andre Iguodala,Warriors,2013-2014,1,65.7318746118,0.831576352593,106.0,8.0
3183,Jerryd Bayless,"Celtics, Grizzlies",2013-2014,1,-17.3339666396,-0.408948469798,426.0,24.0
4644,Norris Cole,Heat,2013-2014,1,-13.5109756034,-0.351855021941,400.0,22.0
4714,E'Twaun Moore,Magic,2013-2014,1,-41.366232036,-0.767851977105,540.0,29.0
4775,Ray McCallum,Kings,2013-2014,1,-38.0790821506,-0.718760907102,521.0,28.0
4895,Kent Bazemore,"Warriors, Lakers",2013-2014,1,-57.8162662553,-1.01352065957,628.0,30.0
5409,John Salmons,"Kings, Raptors",2013-2014,1,-33.0830338027,-0.644148745279,502.0,27.0
5815,Jason Terry,Nets,2013-2014,1,-64.1549959509,-1.10818474063,645.0,32.0
6184,Toney Douglas,"Warriors, Heat",2013-2014,1,-66.1344805972,-1.13774683021,654.0,33.0
6274,John Lucas III,Jazz,2013-2014,1,-84.3286376207,-1.4094626531,684.0,34.0
6283,Nando De Colo,"Spurs, Raptors",2013-2014,1,-63.0674841898,-1.09194358405,642.0,31.0
6302,Archie Goodwin,Suns,2013-2014,1,-89.7767124976,-1.49082548549,687.0,35.0
49,James Harden,Rockets,2014-2015,1,213.088696223,3.03223780625,13.0,1.0
299,Klay Thompson,Warriors,2014-2015,1,80.5963067261,1.05356528006,71.0,2.0
306,Dwyane Wade,Heat,2014-2015,1,56.1509903051,0.688493171542,123.0,5.0
553,Gordon Hayward,Jazz,2014-2015,1,71.7234035814,0.921055256303,90.0,4.0
1022,JJ Redick,Clippers,2014-2015,1,18.4904689483,0.126062082379,243.0,10.0
1125,Jamal Crawford,Clippers,2014-2015,1,7.22888798064,-0.0421210181504,300.0,14.0
1165,Louis Williams,Raptors,2014-2015,1,12.6095604598,0.0382352109682,268.0,12.0
1667,Eric Gordon,Pelicans,2014-2015,1,27.7579981073,0.264465543907,213.0,6.0
2050,J.R. Smith,"Knicks, Cavaliers",2014-2015,1,26.47291653,0.245273833195,215.0,7.0
2078,Evan Fournier,Magic,2014-2015,1,-12.9865408561,-0.344022990002,399.0,18.0
2127,Jordan Clarkson,Lakers,2014-2015,1,-1.86507308805,-0.17793237297,348.0,17.0
2193,Dion Waiters,"Cavaliers, Thunder",2014-2015,1,2.91833772768,-0.106495790095,326.0,16.0
2687,Alexey Shved,"76ers, Rockets, Knicks",2014-2015,1,-27.0568302152,-0.554152002665,472.0,23.0
2784,Mario Chalmers,Heat,2014-2015,1,13.5957156979,0.0529626853818,267.0,11.0
2798,Zach LaVine,Timberwolves,2014-2015,1,-21.986702057,-0.47843351552,449.0,21.0
2801,Courtney Lee,Grizzlies,2014-2015,1,2.95168759491,-0.105997735329,325.0,15.0
2819,Gary Neal,"Hornets, Timberwolves",2014-2015,1,-40.0307172175,-0.747907084498,531.0,29.0
3068,Evan Turner,Celtics,2014-2015,1,74.8105013922,0.967158701543,84.0,3.0
3441,Randy Foye,Nuggets,2014-2015,1,-29.1242557145,-0.58502742163,484.0,24.0
3754,Iman Shumpert,"Knicks, Cavaliers",2014-2015,1,9.88354477287,-0.00247574885471,285.0,13.0
3847,Andre Iguodala,Warriors,2014-2015,1,22.1720024857,0.181042970658,226.0,8.0
3865,Marcus Smart,Celtics,2014-2015,1,21.2074901198,0.166638715991,232.0,9.0
3889,Jerryd Bayless,Bucks,2014-2015,1,-17.8196989013,-0.416202509709,430.0,19.0
4089,Ray McCallum,Kings,2014-2015,1,-31.2386376001,-0.616604098319,496.0,26.0
4282,Leandro Barbosa,Warriors,2014-2015,1,-43.2923365516,-0.79661687524,549.0,31.0
4310,Jason Terry,Rockets,2014-2015,1,-19.5513180385,-0.442062917431,440.0,20.0
4332,Austin Rivers,"Pelicans, Clippers",2014-2015,1,-40.0359171671,-0.74798474177,532.0,30.0
4403,CJ McCollum,Trail Blazers,2014-2015,1,-38.7719191742,-0.729107898267,524.0,27.0
4773,Ben Gordon,Magic,2014-2015,1,-73.0745007954,-1.24139072514,669.0,36.0
4989,Willie Green,Magic,2014-2015,1,-54.2511161275,-0.960277868522,609.0,33.0
5102,Tyler Johnson,Heat,2014-2015,1,-30.8324454856,-0.610537929685,492.0,25.0
5140,Archie Goodwin,Suns,2014-2015,1,-67.7417477578,-1.16175013624,659.0,35.0
5515,Joe Ingles,Jazz,2014-2015,1,-26.8586461314,-0.551192274915,470.0,22.0
5673,Dante Exum,Jazz,2014-2015,1,-39.0102663297,-0.732667430782,527.0,28.0
6207,Garrett Temple,Wizards,2014-2015,1,-48.1299030172,-0.868862231335,574.0,32.0
6337,Tyler Ennis,"Suns, Bucks",2014-2015,1,-64.614139335,-1.11504169599,646.0,34.0
6381,Jimmer Fredette,Pelicans,2014-2015,1,-86.1670867557,-1.43691848515,686.0,37.0
21,James Harden,Rockets,2015-2016,1,190.159885018,2.68981354353,15.0,1.0
170,DeMar DeRozan,Raptors,2015-2016,1,68.3048913989,0.870002390839,95.0,5.0
360,Jimmy Butler,Bulls,2015-2016,1,124.557076497,1.71008576177,38.0,2.0
580,Dwyane Wade,Heat,2015-2016,1,43.3015821528,0.49659708615,160.0,6.0
713,Khris Middleton,Bucks,2015-2016,1,69.0689386978,0.881412853015,94.0,4.0
825,Bradley Beal,Wizards,2015-2016,1,30.4535305155,0.304721259272,200.0,8.0
1029,JJ Redick,Clippers,2015-2016,1,11.9969316039,0.0290860674549,272.0,11.0
1086,Victor Oladipo,Magic,2015-2016,1,85.0888816748,1.12065845165,65.0,3.0
1173,Jordan Clarkson,Lakers,2015-2016,1,10.2825029732,0.00348238680129,282.0,13.0
1207,Evan Fournier,Magic,2015-2016,1,21.5467956446,0.171705984554,229.0,9.0
1209,Lou Williams,Lakers,2015-2016,1,-2.41921941626,-0.186208124651,350.0,17.0
1229,Eric Gordon,Pelicans,2015-2016,1,15.3215158977,0.0787361917242,263.0,10.0
1458,Jamal Crawford,Clippers,2015-2016,1,-4.04307237025,-0.210459126832,360.0,19.0
1499,Zach LaVine,Timberwolves,2015-2016,1,3.72078386174,-0.0945118706775,318.0,15.0
1700,Alec Burks,Jazz,2015-2016,1,-3.37461326754,-0.200476201273,355.0,18.0
2003,Gary Harris,Nuggets,2015-2016,1,11.2506752975,0.0179413001482,275.0,12.0
2047,George Hill,Pacers,2015-2016,1,38.8913318753,0.430733370575,171.0,7.0
2666,Jerryd Bayless,Bucks,2015-2016,1,2.98877293452,-0.10544389414,324.0,16.0
2885,Ramon Sessions,Wizards,2015-2016,1,-24.4702698308,-0.51552370115,460.0,24.0
2936,Dion Waiters,Thunder,2015-2016,1,3.7457502015,-0.0941390174838,317.0,14.0
2942,Gary Neal,Wizards,2015-2016,1,-43.3837982293,-0.797982785459,550.0,26.0
3368,Archie Goodwin,Suns,2015-2016,1,-47.3696200829,-0.857507987066,572.0,29.0
3371,Austin Rivers,Clippers,2015-2016,1,-35.5476401918,-0.680955757126,510.0,25.0
3437,Tyler Johnson,Heat,2015-2016,1,-8.00928690752,-0.269691508161,376.0,21.0
3631,Lance Stephenson,"Clippers, Grizzlies",2015-2016,1,-23.9491645615,-0.507741392419,457.0,23.0
3971,Langston Galloway,Knicks,2015-2016,1,-7.30774618461,-0.259214533901,373.0,20.0
4150,Garrett Temple,Wizards,2015-2016,1,-19.6295355948,-0.443231036826,442.0,22.0
4425,Seth Curry,Kings,2015-2016,1,-45.0846971124,-0.823384409679,560.0,27.0
4994,Jason Terry,Rockets,2015-2016,1,-46.1145527389,-0.838764515976,566.0,28.0
5163,Anthony Morrow,Thunder,2015-2016,1,-65.3248023366,-1.12565490451,651.0,31.0
6026,Joe Ingles,Jazz,2015-2016,1,-48.9045953103,-0.880431668361,577.0,30.0
6498,Ray McCallum,"Spurs, Grizzlies",2015-2016,1,-67.0800972394,-1.15186889169,655.0,32.0
20,James Harden,Rockets,2016-2017,1,559.63260873,8.20760615306,1.0,1.0
52,DeMar DeRozan,Raptors,2016-2017,1,70.9411924956,0.909373531857,91.0,4.0
76,LeBron James,Cavaliers,2016-2017,1,372.27499837,5.40956350623,2.0,2.0
157,Jimmy Butler,Bulls,2016-2017,1,157.90219645,2.20806963076,20.0,3.0
189,Bradley Beal,Wizards,2016-2017,1,66.1754849506,0.838201333794,105.0,5.0
256,Devin Booker,Suns,2016-2017,1,38.4204940806,0.42370176814,173.0,8.0
595,Zach LaVine,Timberwolves,2016-2017,1,30.3983782311,0.303897602077,201.0,11.0
688,Dwyane Wade,Bulls,2016-2017,1,58.0453658246,0.716784221383,121.0,6.0
805,Lou Williams,"Lakers, Rockets",2016-2017,1,19.6890537262,0.143962029534,240.0,13.0
910,George Hill,Jazz,2016-2017,1,52.2928200166,0.630874348453,133.0,7.0
911,Evan Fournier,Magic,2016-2017,1,17.2996131686,0.108277561902,252.0,16.0
1272,JJ Redick,Clippers,2016-2017,1,11.8391638897,0.0267299272817,273.0,18.0
1290,Gary Harris,Nuggets,2016-2017,1,37.8479310994,0.415150977828,178.0,9.0
1574,Kentavious Caldwell-Pope,Pistons,2016-2017,1,19.0302959298,0.134123985567,242.0,14.0
1640,Wesley Matthews,Mavericks,2016-2017,1,16.821769687,0.10114133489,254.0,17.0
2460,Terrence Ross,"Raptors, Magic",2016-2017,1,1.58527509804,-0.126404061136,333.0,22.0
2473,Kent Bazemore,Hawks,2016-2017,1,17.4638945114,0.110730978139,249.0,15.0
2481,Emmanuel Mudiay,Nuggets,2016-2017,1,-0.266089070733,-0.154052769342,341.0,23.0
2522,Courtney Lee,Knicks,2016-2017,1,10.15334661,0.00155353527687,284.0,19.0
2755,Josh Richardson,Heat,2016-2017,1,20.8397997288,0.161147541159,234.0,12.0
2884,Jamal Murray,Nuggets,2016-2017,1,-16.5503534169,-0.39724580551,422.0,29.0
3021,E'Twaun Moore,Pelicans,2016-2017,1,-14.6628990839,-0.369058118299,411.0,26.0
3089,Nik Stauskas,76ers,2016-2017,1,-16.111167997,-0.390686907089,418.0,27.0
3223,Joe Johnson,Jazz,2016-2017,1,-16.114810563,-0.390741306027,419.0,28.0
3301,Evan Turner,Trail Blazers,2016-2017,1,-8.11293738519,-0.271239448788,377.0,24.0
3598,Norman Powell,Raptors,2016-2017,1,-35.9904942197,-0.687569443402,511.0,32.0
3664,Troy Daniels,Grizzlies,2016-2017,1,-50.9359891413,-0.910768981911,589.0,38.0
3810,Langston Galloway,"Pelicans, Kings",2016-2017,1,-35.0715555334,-0.673845796793,508.0,30.0
3883,Garrett Temple,Kings,2016-2017,1,3.78340941558,-0.0935766059178,316.0,21.0
4007,Andre Iguodala,Warriors,2016-2017,1,30.7417315544,0.309025321414,197.0,10.0
4058,Iman Shumpert,Cavaliers,2016-2017,1,-13.8840516832,-0.357426627918,404.0,25.0
4278,Joe Ingles,Jazz,2016-2017,1,8.45079858834,-0.0238727175643,293.0,20.0
4401,Ian Clark,Warriors,2016-2017,1,-48.8043054812,-0.87893391645,576.0,36.0
4764,Dante Exum,Jazz,2016-2017,1,-50.9193021125,-0.910519773896,588.0,37.0
4992,Jerian Grant,Bulls,2016-2017,1,-35.1740103839,-0.675375881644,509.0,31.0
5198,Terry Rozier,Celtics,2016-2017,1,-39.5667389002,-0.740977923113,528.0,34.0
5208,Anthony Morrow,"Thunder, Bulls",2016-2017,1,-68.9547819583,-1.17986587448,664.0,42.0
5757,Boris Diaw,Jazz,2016-2017,1,-55.8631515374,-0.984352384719,619.0,41.0
5908,Stanley Johnson,Pistons,2016-2017,1,-41.8874737515,-0.775636323555,541.0,35.0
6070,Jason Terry,Bucks,2016-2017,1,-38.8680514572,-0.730543560406,526.0,33.0
6078,Ron Baker,Knicks,2016-2017,1,-52.5442903598,-0.934787730814,602.0,40.0
6812,DeAndre Liggins,"Cavaliers, Mavericks",2016-2017,1,-51.6045842883,-0.920753939188,593.0,39.0
427,Tim Hardaway,Heat,1996-1997,2,143.938537642,1.36970338461,53.0,4.0
448,Kevin Johnson,"Heat, Suns",1996-1997,2,174.773106625,1.78887400648,30.0,2.0
808,Kenny Anderson,Trail Blazers,1996-1997,2,106.341840911,0.858607193902,88.0,6.0
861,Rod Strickland,Bullets,1996-1997,2,114.134797704,0.964546036344,79.0,5.0
1109,Sam Cassell,"Nets, Suns, Mavericks",1996-1997,2,27.258927513,-0.216460014173,266.0,11.0
1123,Stephon Marbury,Timberwolves,1996-1997,2,63.5525168303,0.276921502287,182.0,8.0
1398,John Stockton,Jazz,1996-1997,2,173.441992929,1.77077860985,31.0,3.0
1432,Robert Pack,"Nets, Mavericks",1996-1997,2,56.1384933824,0.176133947222,203.0,10.0
2449,Darrick Martin,Clippers,1996-1997,2,-13.8537804668,-0.775353487935,363.0,15.0
2618,Avery Johnson,Spurs,1996-1997,2,14.2281592011,-0.393602599166,294.0,14.0
2879,Mark Jackson,"Nuggets, Pacers",1996-1997,2,201.80468492,2.1563460957,12.0,1.0
2979,Sherman Douglas,Bucks,1996-1997,2,22.1032072979,-0.286547792924,279.0,13.0
3084,Greg Anthony,Grizzlies,1996-1997,2,24.3404002327,-0.256134993763,273.0,12.0
3162,Chris Childs,Knicks,1996-1997,2,67.9198815833,0.336292236493,172.0,7.0
3681,Khalid Reeves,"Nets, Mavericks",1996-1997,2,-24.3688441637,-0.918297136387,389.0,16.0
3738,Muggsy Bogues,Hornets,1996-1997,2,62.3585744155,0.260690836479,186.0,9.0
4400,Elliot Perry,Bucks,1996-1997,2,-28.858382593,-0.979328721307,401.0,17.0
4514,Brooks Thompson,"Jazz, Nuggets",1996-1997,2,-32.8433142615,-1.03350059206,414.0,19.0
4626,Anthony Goldwire,"Hornets, Nuggets",1996-1997,2,-31.2765532971,-1.01220176449,410.0,18.0
5434,Lee Mayberry,Grizzlies,1996-1997,2,-42.2778707193,-1.16175563268,431.0,20.0
6422,Steve Nash,Suns,1996-1997,2,-89.5860057164,-1.80487084462,480.0,21.0
511,Sam Cassell,Nets,1997-1998,2,100.401184048,0.77784884658,101.0,7.0
565,Gary Payton,SuperSonics,1997-1998,2,181.204078984,1.87629778997,23.5,2.5
566,Gary Payton,SuperSonics,1997-1998,2,181.204078984,1.87629778997,23.5,2.5
603,Tim Hardaway,Heat,1997-1998,2,147.073824445,1.41232503174,48.0,4.0
770,Rod Strickland,Wizards,1997-1998,2,205.71623053,2.20952034329,11.0,1.0
783,Stephon Marbury,Timberwolves,1997-1998,2,105.200649779,0.843093638424,90.0,5.0
847,Damon Stoudamire,"Raptors, Trail Blazers",1997-1998,2,99.6980831826,0.7682907682,103.0,8.0
928,Terrell Brandon,Bucks,1997-1998,2,104.771379007,0.837258055105,91.0,6.0
2076,John Stockton,Jazz,1997-1998,2,89.1670968598,0.625130664736,115.0,9.0
2718,Darrick Martin,Clippers,1997-1998,2,-13.5233840317,-0.770862019958,362.0,16.0
2741,Avery Johnson,Spurs,1997-1998,2,45.1048576321,0.0261407379275,231.0,12.0
2919,Dana Barros,Celtics,1997-1998,2,3.14239735958,-0.544304419828,318.0,15.0
3077,Mark Price,Magic,1997-1998,2,-17.0110690282,-0.818274230899,371.0,17.0
3294,Brevin Knight,Cavaliers,1997-1998,2,74.7560197169,0.429223915684,152.0,10.0
3642,Mark Jackson,Pacers,1997-1998,2,61.2354182927,0.24542245213,191.0,11.0
3760,Sherman Douglas,Nets,1997-1998,2,29.4542548591,-0.186616343279,261.0,14.0
3849,Charlie Ward,Knicks,1997-1998,2,34.1213707897,-0.123170738183,251.0,13.0
3914,Howard Eisley,Jazz,1997-1998,2,-35.1999133215,-1.06553661935,418.0,23.0
4592,Travis Best,Pacers,1997-1998,2,-24.8481650911,-0.924813110433,392.0,18.0
4598,Chris Childs,Knicks,1997-1998,2,-25.6843761216,-0.936180712097,395.0,20.0
4722,Brian Shaw,"Warriors, 76ers",1997-1998,2,-27.2606625127,-0.957609030008,399.0,21.0
5096,Muggsy Bogues,"Hornets, Warriors",1997-1998,2,-29.3589441534,-0.9861334443,405.0,22.0
5778,Lee Mayberry,Grizzlies,1997-1998,2,-25.4721510771,-0.933295687048,394.0,19.0
6038,Pooh Richardson,Clippers,1997-1998,2,-72.1490462014,-1.56782971174,475.0,24.0
327,Stephon Marbury,"Timberwolves, Nets",1998-1999,2,106.595893489,0.862060829883,87.0,2.0
827,Tim Hardaway,Heat,1998-1999,2,80.7792164895,0.51110432524,134.0,5.0
983,Nick Van Exel,Nuggets,1998-1999,2,40.7471495101,-0.0330987223177,240.0,10.0
